Oyuncu,Takim,Ana_Mevki,Yas,Piyasa_Degeri_Euro,Gol,Asist,Gol_Beklentisi_xG,Mac_Sayisi,Oynadigi_Sure_Dk,Uyruk,Genel_Pozisyon,Lig,Ilk_11,90_Dk_Sayisi,Skor_Katkisi,Penaltisiz_Gol,Penalti_Gol,Penalti_Kullanimi,Sari_Kart,Kirmizi_Kart,Penaltisiz_Gol_Beklentisi_npxG,Asist_Beklentisi_xAG,Penaltisiz_Toplam_Beklenti,Top_Surme_Mesafe,Ileri_Pas_Sayisi,Ileri_Pas_Alma,Mac_Basi_Gol,Mac_Basi_Asist,Mac_Basi_Skor_Katkisi,Mac_Basi_Penaltisiz_Gol,Mac_Basi_Penaltisiz_Skor,Mac_Basi_xG,Mac_Basi_Asist_Beklentisi,Mac_Basi_Toplam_Beklenti,Mac_Basi_Penaltisiz_xG,Mac_Basi_Penaltisiz_Toplam_Beklenti,Boy_m,Ayak,Yas_Detay,Top_Calma_Toplam,Kazanilan_Top_Calma,Top_Calma_Defans_Bolgesi,Top_Calma_Orta_Saha,Top_Calma_Hucum_Bolgesi,Dribbling_Kesme,Calim_Yeme,Blok_Toplam,Sut_Blogu,Pas_Blogu,Pas_Arasi,Uzaklastirma,Hata_Gol_Yediren
Ian Maatsen,Aston Villa,Sol Bek,23.0,25000000.0,0.0,0.0,0.4,11.0,456.0,NED,DF,Premier League (ING),4.0,5.1,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.6,1.0,14.0,28.0,38.0,0.0,0.0,0.0,0.0,0.0,0.08,0.12,0.2,0.08,0.2,1.78,Sol ayak,23-282,16.0,14.0,11.0,4.0,1.0,14.0,7.0,0.0,0.0,0.0,2.0,24.0,1.0
Lamare Bogarde,Aston Villa,On Libero,21.0,12000000.0,0.0,0.0,0.0,11.0,322.0,NED,MF,Premier League (ING),3.0,3.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,1.85,Sag ayak,21-346,6.0,4.0,4.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,1.0,6.0,1.0
Victor Lindelof,Aston Villa,Stoper,31.0,6000000.0,0.0,1.0,0.0,5.0,119.0,SWE,DF,Premier League (ING),1.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.76,0.76,0.0,0.76,0.0,0.03,0.03,0.0,0.03,1.87,Sag ayak,31-153,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0
Harvey Elliott,Aston Villa,On Numara,22.0,30000000.0,0.0,0.0,0.2,3.0,98.0,ENG,MF,Premier League (ING),1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,3.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,1.7,Sol ayak,22-257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0
Jadon Sancho,Aston Villa,Sol Kanat,25.0,20000000.0,0.0,0.0,0.3,7.0,133.0,ENG,FW,Premier League (ING),0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,7.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.22,0.32,0.54,0.22,0.54,1.8,Sag ayak,25-267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0
Ross Barkley,Aston Villa,Merkez Orta Saha,32.0,5000000.0,1.0,0.0,0.4,7.0,121.0,ENG,MF,Premier League (ING),0.0,1.3,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.5,0.9,5.0,9.0,4.0,0.74,0.0,0.74,0.74,0.74,0.29,0.37,0.65,0.29,0.65,1.89,Sag ayak,32-012,3.0,2.0,0.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0
Marc Cucurella,Chelsea,Sol Bek,27.0,50000000.0,0.0,2.0,0.6,0.0,1346.0,ESP,DF,Premier League (ING),15.0,15.0,2.0,0.0,0.0,0.0,3.0,0.0,0.6,1.7,2.3,24.0,63.0,44.0,0.0,0.13,0.13,0.0,0.13,0.04,0.11,0.15,0.04,0.15,1.73,Sol ayak,27-148,31.0,23.0,20.0,7.0,4.0,13.0,10.0,24.0,5.0,19.0,16.0,51.0,1.0
Enzo Fernandez,Chelsea,Merkez Orta Saha,24.0,85000000.0,4.0,1.0,6.1,0.0,1330.0,ARG,MF,Premier League (ING),15.0,14.8,5.0,3.0,1.0,1.0,2.0,0.0,5.4,3.2,8.5,20.0,113.0,52.0,0.27,0.07,0.34,0.2,0.27,0.42,0.21,0.63,0.36,0.58,1.78,Sag ayak,24-334,24.0,10.0,12.0,10.0,2.0,13.0,10.0,15.0,1.0,14.0,7.0,9.0,0.0
Trevoh Chalobah,Chelsea,Stoper,26.0,35000000.0,3.0,0.0,0.9,0.0,1290.0,ENG,DF,Premier League (ING),15.0,14.3,3.0,3.0,0.0,0.0,2.0,1.0,0.9,0.1,1.0,14.0,46.0,2.0,0.21,0.0,0.21,0.21,0.21,0.06,0.01,0.07,0.06,0.07,1.92,Sag ayak,26-165,23.0,17.0,10.0,13.0,0.0,16.0,3.0,10.0,5.0,5.0,14.0,87.0,0.0
Joao Pedro,Chelsea,Santrafor,24.0,65000000.0,4.0,3.0,4.4,0.0,1262.0,BRA,FW,Premier League (ING),15.0,14.0,7.0,4.0,0.0,0.0,1.0,0.0,4.4,2.7,7.2,35.0,52.0,90.0,0.29,0.21,0.5,0.29,0.5,0.32,0.19,0.51,0.32,0.51,1.82,Sag ayak,24-082,12.0,8.0,2.0,8.0,2.0,3.0,3.0,11.0,3.0,8.0,4.0,13.0,0.0
Pedro Neto,Chelsea,Sag Kanat,25.0,60000000.0,5.0,3.0,2.9,0.0,1234.0,POR,FW,Premier League (ING),15.0,13.7,8.0,5.0,0.0,0.0,2.0,0.0,2.9,2.7,5.6,65.0,43.0,116.0,0.36,0.22,0.58,0.36,0.58,0.21,0.2,0.41,0.21,0.41,1.74,Sol ayak,25-283,9.0,5.0,4.0,3.0,2.0,5.0,10.0,5.0,0.0,5.0,5.0,5.0,0.0
Reece James,Chelsea,Sag Bek,26.0,50000000.0,1.0,3.0,0.6,0.0,1024.0,ENG,DF,Premier League (ING),11.0,11.4,4.0,1.0,0.0,0.0,2.0,0.0,0.6,2.1,2.7,14.0,65.0,25.0,0.09,0.26,0.35,0.09,0.35,0.05,0.19,0.24,0.05,0.24,1.8,Sag ayak,26-009,24.0,15.0,12.0,8.0,4.0,13.0,7.0,8.0,3.0,5.0,20.0,19.0,2.0
Moises Caicedo,Chelsea,On Libero,24.0,110000000.0,3.0,1.0,0.6,0.0,982.0,ECU,MF,Premier League (ING),11.0,10.9,4.0,3.0,0.0,0.0,2.0,1.0,0.6,1.0,1.5,9.0,63.0,6.0,0.27,0.09,0.37,0.27,0.37,0.05,0.09,0.14,0.05,0.14,1.78,Sag ayak,24-045,34.0,20.0,14.0,12.0,8.0,19.0,8.0,13.0,6.0,7.0,27.0,13.0,1.0
Malo Gusto,Chelsea,Sag Bek,22.0,35000000.0,2.0,2.0,1.2,0.0,891.0,FRA,DF,Premier League (ING),9.0,9.9,4.0,2.0,0.0,0.0,2.0,1.0,1.2,1.2,2.3,13.0,51.0,37.0,0.2,0.2,0.4,0.2,0.4,0.12,0.12,0.23,0.12,0.23,1.78,Sag ayak,22-212,25.0,14.0,13.0,7.0,5.0,16.0,8.0,7.0,1.0,6.0,15.0,14.0,1.0
Wesley Fofana,Chelsea,Stoper,24.0,28000000.0,0.0,0.0,0.2,0.0,578.0,FRA,DF,Premier League (ING),7.0,6.4,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1.88,Sag ayak,25-000,8.0,6.0,6.0,2.0,0.0,6.0,3.0,10.0,5.0,5.0,13.0,48.0,0.0
Alejandro Garnacho,Chelsea,Sol Kanat,21.0,45000000.0,1.0,2.0,1.6,0.0,558.0,ARG,FW,Premier League (ING),7.0,6.2,3.0,1.0,0.0,0.0,0.0,0.0,1.6,2.4,4.0,48.0,8.0,81.0,0.16,0.32,0.48,0.16,0.48,0.26,0.38,0.64,0.26,0.64,1.8,Sag ayak,21-169,5.0,4.0,0.0,3.0,2.0,4.0,2.0,4.0,0.0,4.0,2.0,4.0,0.0
Liam Delap,Chelsea,Santrafor,22.0,35000000.0,0.0,0.0,0.8,0.0,348.0,ENG,FW,Premier League (ING),6.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,8.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,1.86,Sag ayak,22-312,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0
Tosin Adarabioyo,Chelsea,Stoper,28.0,20000000.0,0.0,0.0,0.1,0.0,561.0,ENG,DF,Premier League (ING),5.0,6.2,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1.97,Sag ayak,28-084,13.0,6.0,7.0,5.0,1.0,1.0,2.0,4.0,3.0,1.0,6.0,42.0,1.0
Andrey Santos,Chelsea,Merkez Orta Saha,21.0,40000000.0,0.0,0.0,0.9,0.0,432.0,BRA,MF,Premier League (ING),4.0,4.8,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.2,1.0,5.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.21,0.18,0.21,1.8,Sag ayak,21-228,13.0,6.0,3.0,7.0,3.0,8.0,3.0,7.0,2.0,5.0,7.0,9.0,0.0
Jamie Gittens,Chelsea,Sol Kanat,21.0,40000000.0,0.0,2.0,0.8,0.0,430.0,ENG,FW,Premier League (ING),4.0,4.8,2.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,1.5,24.0,8.0,37.0,0.0,0.42,0.42,0.0,0.42,0.16,0.16,0.31,0.16,0.31,1.78,Sag ayak,21-131,7.0,2.0,3.0,3.0,1.0,4.0,2.0,6.0,1.0,5.0,2.0,4.0,0.0
Joshua Acheampong,Chelsea,Stoper,19.0,20000000.0,1.0,0.0,0.6,0.0,349.0,ENG,DF,Premier League (ING),4.0,3.9,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,4.0,11.0,0.0,0.26,0.0,0.26,0.26,0.26,0.16,0.0,0.16,0.16,0.16,1.9,Sag ayak,19-226,2.0,2.0,1.0,1.0,0.0,1.0,1.0,6.0,2.0,4.0,7.0,13.0,4.0
Cole Palmer,Chelsea,On Numara,23.0,120000000.0,2.0,0.0,1.5,0.0,289.0,ENG,MF,Premier League (ING),4.0,3.2,2.0,2.0,0.0,0.0,0.0,0.0,1.5,0.1,1.5,15.0,22.0,22.0,0.62,0.0,0.62,0.62,0.62,0.45,0.02,0.48,0.45,0.48,1.85,Sol ayak,23-225,4.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
Jorrel Hato,Chelsea,Sol Bek,19.0,35000000.0,0.0,0.0,0.0,0.0,168.0,NED,DF,Premier League (ING),2.0,1.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,Sol ayak,19-285,2.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0
Benoit Badiashile,Chelsea,Stoper,24.0,18000000.0,0.0,0.0,0.0,0.0,156.0,FRA,DF,Premier League (ING),2.0,1.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,Sol ayak,24-266,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,6.0,0.0
Marc Guiu,Chelsea,Santrafor,19.0,12000000.0,0.0,1.0,1.4,0.0,238.0,ESP,FW,Premier League (ING),1.0,2.6,1.0,0.0,0.0,0.0,1.0,0.0,1.4,1.0,2.4,2.0,2.0,13.0,0.0,0.38,0.38,0.0,0.38,0.54,0.37,0.92,0.54,0.92,1.87,Sag ayak,19-347,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
Romeo Lavia,Chelsea,On Libero,21.0,30000000.0,0.0,0.0,0.0,0.0,108.0,BEL,MF,Premier League (ING),1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,Sag ayak,21-345,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0
Facundo Buonanotte,Chelsea,On Numara,20.0,18000000.0,0.0,0.0,0.0,0.0,45.0,ARG,MF,Premier League (ING),1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.51,1.74,Sol ayak,20-359,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tyrique George,Chelsea,Sol Kanat,19.0,22000000.0,0.0,0.0,0.3,0.0,145.0,ENG,FW,Premier League (ING),0.0,1.6,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0,0.3,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,1.81,Sag ayak,19-316,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Maxence Lacroix,Crystal Palace,Stoper,25.0,35000000.0,0.0,2.0,0.6,16.0,1440.0,FRA,DF,Premier League (ING),16.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.6,0.8,1.4,2.0,24.0,5.0,0.0,0.12,0.12,0.0,0.12,0.04,0.05,0.09,0.04,0.09,1.9,Sag ayak,25-255,34.0,21.0,25.0,9.0,0.0,17.0,5.0,19.0,7.0,12.0,19.0,111.0,1.0
Tyrick Mitchell,Crystal Palace,Sol Bek,26.0,25000000.0,1.0,0.0,0.4,16.0,1433.0,ENG,DF,Premier League (ING),16.0,15.9,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.9,1.3,32.0,21.0,90.0,0.06,0.0,0.06,0.06,0.06,0.03,0.06,0.08,0.03,0.08,1.81,Sol ayak,26-107,49.0,30.0,31.0,12.0,6.0,26.0,11.0,29.0,4.0,25.0,16.0,54.0,1.0
Chris Richards,Crystal Palace,Stoper,25.0,25000000.0,0.0,0.0,0.4,16.0,1432.0,USA,DF,Premier League (ING),16.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.7,6.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,1.88,Sag ayak,25-264,33.0,22.0,17.0,15.0,1.0,15.0,10.0,19.0,9.0,10.0,26.0,102.0,2.0
Jean-Philippe Mateta,Crystal Palace,Santrafor,28.0,40000000.0,7.0,0.0,10.1,16.0,1298.0,FRA,FW,Premier League (ING),16.0,14.4,7.0,4.0,3.0,3.0,2.0,0.0,7.7,0.5,8.2,12.0,18.0,62.0,0.49,0.0,0.49,0.28,0.28,0.7,0.04,0.74,0.53,0.57,1.92,Sag ayak,28-172,6.0,3.0,3.0,2.0,1.0,4.0,6.0,9.0,2.0,7.0,5.0,24.0,1.0
Marc Guehi,Crystal Palace,Stoper,25.0,55000000.0,2.0,2.0,1.3,15.0,1350.0,ENG,DF,Premier League (ING),15.0,15.0,4.0,2.0,0.0,0.0,2.0,0.0,1.3,1.5,2.8,18.0,76.0,6.0,0.13,0.13,0.27,0.13,0.27,0.08,0.1,0.19,0.08,0.19,1.82,Sag ayak,25-157,27.0,18.0,22.0,4.0,1.0,11.0,6.0,9.0,5.0,4.0,16.0,78.0,1.0
Daniel Munoz,Crystal Palace,Sag Bek,29.0,27000000.0,3.0,2.0,1.8,14.0,1259.0,COL,DF,Premier League (ING),14.0,14.0,5.0,3.0,0.0,0.0,4.0,0.0,1.8,2.5,4.3,21.0,29.0,75.0,0.21,0.14,0.36,0.21,0.36,0.13,0.18,0.31,0.13,0.31,1.81,Sag ayak,29-205,33.0,19.0,15.0,15.0,3.0,12.0,13.0,19.0,1.0,18.0,16.0,60.0,0.0
Daichi Kamada,Crystal Palace,On Numara,29.0,12000000.0,0.0,0.0,0.9,14.0,1164.0,JPN,MF,Premier League (ING),14.0,12.9,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.2,2.1,20.0,59.0,39.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,1.8,Sag ayak,29-134,40.0,23.0,13.0,20.0,7.0,10.0,15.0,11.0,1.0,10.0,8.0,14.0,2.0
Adam Wharton,Crystal Palace,On Libero,21.0,60000000.0,0.0,2.0,0.7,14.0,1116.0,ENG,MF,Premier League (ING),14.0,12.4,2.0,0.0,0.0,0.0,1.0,0.0,0.7,3.3,4.0,14.0,72.0,10.0,0.0,0.16,0.16,0.0,0.16,0.05,0.27,0.32,0.05,0.32,1.82,Sol ayak,21-314,26.0,20.0,12.0,13.0,1.0,13.0,18.0,9.0,1.0,8.0,15.0,19.0,0.0
Ismaila Sarr,Crystal Palace,Sag Kanat,27.0,35000000.0,3.0,1.0,4.1,12.0,1008.0,SEN,MF,Premier League (ING),12.0,11.2,4.0,3.0,0.0,0.0,1.0,0.0,4.1,1.0,5.1,31.0,31.0,57.0,0.27,0.09,0.36,0.27,0.36,0.36,0.09,0.45,0.36,0.45,1.85,Sag ayak,27-295,9.0,4.0,4.0,2.0,3.0,2.0,4.0,10.0,1.0,9.0,6.0,19.0,0.0
Yeremi Pino,Crystal Palace,Sag Kanat,23.0,35000000.0,1.0,1.0,2.7,14.0,930.0,ESP,MF,Premier League (ING),12.0,10.3,2.0,1.0,0.0,0.0,3.0,0.0,2.7,2.9,5.7,18.0,47.0,73.0,0.1,0.1,0.19,0.1,0.19,0.27,0.28,0.55,0.27,0.55,1.72,Sag ayak,23-058,19.0,13.0,9.0,6.0,4.0,8.0,14.0,14.0,1.0,13.0,5.0,5.0,0.0
Will Hughes,Crystal Palace,Merkez Orta Saha,30.0,6000000.0,0.0,0.0,0.3,13.0,503.0,ENG,MF,Premier League (ING),5.0,5.6,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.5,0.8,4.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14,1.85,Sol ayak,30-244,6.0,3.0,0.0,3.0,3.0,6.0,4.0,6.0,4.0,2.0,4.0,12.0,0.0
Jefferson Lerma,Crystal Palace,On Libero,31.0,8000000.0,0.0,1.0,0.6,14.0,498.0,COL,MF,Premier League (ING),4.0,5.5,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.2,0.7,3.0,25.0,5.0,0.0,0.18,0.18,0.0,0.18,0.1,0.03,0.13,0.1,0.13,1.79,Sag ayak,31-053,7.0,5.0,4.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,7.0,15.0,1.0
Nathaniel Clyne,Crystal Palace,Sag Bek,34.0,500000.0,0.0,0.0,0.4,3.0,157.0,ENG,DF,Premier League (ING),2.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.4,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.22,0.03,0.26,0.22,0.26,1.75,Sag ayak,34-256,4.0,4.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0
Eddie Nketiah,Crystal Palace,Santrafor,26.0,16000000.0,2.0,0.0,1.8,10.0,315.0,ENG,MF,Premier League (ING),1.0,3.5,2.0,2.0,0.0,0.0,2.0,0.0,1.8,0.9,2.7,9.0,4.0,18.0,0.57,0.0,0.57,0.57,0.57,0.51,0.26,0.77,0.51,0.77,1.75,Sag ayak,26-201,6.0,4.0,1.0,4.0,1.0,2.0,2.0,8.0,1.0,7.0,2.0,4.0,0.0
Justin Devenny,Crystal Palace,On Numara,22.0,8000000.0,0.0,0.0,0.5,12.0,206.0,NIR,MF,Premier League (ING),1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.6,7.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.21,0.05,0.26,0.21,0.26,1.84,Sol ayak,22-067,8.0,7.0,4.0,4.0,0.0,5.0,6.0,3.0,0.0,3.0,0.0,1.0,0.0
Jaydee Canvot,Crystal Palace,Stoper,19.0,20000000.0,0.0,0.0,0.0,5.0,116.0,FRA,DF,Premier League (ING),1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1.88,Sag ayak,19-141,4.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,10.0,0.0
Eberechi Eze,Crystal Palace,On Numara,27.0,65000000.0,0.0,0.0,0.2,1.0,83.0,ENG,MF,Premier League (ING),1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,1.78,Sag ayak,27-171,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Christantus Uche,Crystal Palace,Santrafor,22.0,15000000.0,0.0,0.0,0.1,6.0,63.0,NGA,FW,Premier League (ING),0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,1.9,Cift ayak,22-212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Romain Esse,Crystal Palace,Sag Kanat,20.0,10000000.0,0.0,0.0,0.0,1.0,25.0,ENG,FW,Premier League (ING),0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,Sol ayak,20-218,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odsonne Edouard,Crystal Palace,Santrafor,27.0,8000000.0,0.0,0.0,0.0,1.0,3.0,FRA,FW,Premier League (ING),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,Sag ayak,27-335,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borna Sosa,Crystal Palace,Sol Bek,27.0,4000000.0,0.0,0.0,0.0,1.0,1.0,CRO,DF,Premier League (ING),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,Sol ayak,27-330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Fernandes,Manchester United,On Numara,31.0,40000000.0,5.0,7.0,6.8,16.0,1430.0,POR,MF,Premier League (ING),16.0,15.9,12.0,3.0,2.0,4.0,2.0,0.0,3.8,4.4,8.2,27.0,132.0,52.0,0.31,0.44,0.76,0.19,0.63,0.43,0.28,0.71,0.24,0.52,1.79,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Mbeumo,Manchester United,Sag Kanat,26.0,75000000.0,6.0,1.0,5.5,16.0,1403.0,CMR,MF,Premier League (ING),16.0,15.6,7.0,6.0,0.0,0.0,3.0,0.0,5.5,3.1,8.7,41.0,44.0,145.0,0.38,0.06,0.45,0.38,0.45,0.36,0.2,0.56,0.36,0.56,1.71,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Shaw,Manchester United,Sol Bek,30.0,10000000.0,0.0,1.0,0.1,16.0,1370.0,ENG,DF,Premier League (ING),16.0,15.2,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.4,0.5,22.0,66.0,16.0,0.0,0.07,0.07,0.0,0.07,0.01,0.03,0.03,0.01,0.03,1.78,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amad Diallo,Manchester United,Sag Kanat,23.0,50000000.0,2.0,2.0,3.7,15.0,1203.0,CIV,DF,Premier League (ING),14.0,13.4,4.0,2.0,0.0,0.0,1.0,0.0,3.7,3.0,6.6,71.0,49.0,122.0,0.15,0.15,0.3,0.15,0.3,0.27,0.22,0.5,0.27,0.5,1.73,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casemiro,Manchester United,On Libero,33.0,8000000.0,4.0,1.0,2.6,15.0,988.0,BRA,MF,Premier League (ING),14.0,11.0,5.0,4.0,0.0,0.0,7.0,1.0,2.6,0.7,3.3,7.0,58.0,18.0,0.36,0.09,0.46,0.36,0.46,0.24,0.07,0.3,0.24,0.3,1.85,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthijs de Ligt,Manchester United,Stoper,26.0,40000000.0,1.0,0.0,1.5,13.0,1170.0,NED,DF,Premier League (ING),13.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.6,2.0,3.0,23.0,7.0,0.08,0.0,0.08,0.08,0.08,0.11,0.05,0.16,0.11,0.16,1.89,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Dalot,Manchester United,Sag Bek,26.0,28000000.0,1.0,2.0,0.6,14.0,957.0,POR,DF,Premier League (ING),11.0,10.6,3.0,1.0,0.0,0.0,1.0,0.0,0.6,2.2,2.8,23.0,37.0,72.0,0.09,0.19,0.28,0.09,0.28,0.06,0.21,0.26,0.06,0.26,1.83,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus Cunha,Manchester United,Forvet Arkasi,26.0,70000000.0,2.0,1.0,3.7,13.0,939.0,BRA,MF,Premier League (ING),11.0,10.4,3.0,2.0,0.0,0.0,0.0,0.0,3.7,1.3,5.1,32.0,40.0,50.0,0.19,0.1,0.29,0.19,0.29,0.36,0.13,0.48,0.36,0.48,1.83,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
